V101_codierer,V102_gruppe,Fallzahl,V103_teilnehmer,V104_start,V105_end,V201_adressat,V202_bezug,V203_thema,V204_bewertung_merkel,V205_bewertung_steinbrueck,V206_persuasion,V300_transkript,V301_primaermuster,V302_sekundaermuster,V401_zustimmung,V402_ablehnung,Dauer,Gewichtungsfaktor,ValideKH
4,5,58,1,0:06:24,0:06:28,80,31,37,9,9,2,// Musst du das Regal einräumen oder so. // (..) Ja echt.,30,60,0,0,4,1,1
4,5,59,1,0:06:30,0:06:34,80,31,37,9,9,2,Das ist natürlich die schwarze Seite der Hartz 4-Reform damals?,60,30,0,0,4,1,1
4,5,60,2,0:06:34,0:06:34,80,31,37,9,9,2,Ja.,60,30,0,0,1,1,1
4,5,61,1,0:06:53,0:06:55,99,71,50,9,9,3,(lacht),20,99,0,0,2,1,1
4,5,62,1,0:07:22,0:07:23,99,31,38,9,2,3,Naa. (unsicheres Abwägen),60,20,0,0,1,1,1
4,5,63,1,0:07:30,0:07:30,80,10,99,9,9,3,Kommst du immer noch mit dem Ton klar?,10,99,0,0,1,1,1
4,5,64,2,0:07:31,0:07:31,80,10,99,9,9,3,Mh?,10,99,0,0,1,1,1
4,5,65,1,0:07:31,0:07:32,80,10,99,9,9,3,Kommst du noch klar mit dem Ton?,10,99,0,0,1,1,1
4,5,66,2,0:07:33,0:07:33,80,10,99,9,9,3,Joa.,10,99,0,0,1,1,1
4,5,81,2,0:10:37,0:10:40,80,31,41,9,3,2,"Der hat immer noch nicht gesagt, wer jetzt mehr bezahlen soll. Oder?",40,99,0,0,3,1,1
4,5,82,1,0:10:39,0:10:42,80,31,41,9,3,2,"(lacht) Ist geil, ne? // (unv.) //",60,40,0,0,3,1,1
4,5,83,2,0:10:41,0:10:43,80,31,41,9,3,2,// Der labert jetzt nur davon // wo er das Geld für ausgeben will.,40,99,0,0,2,1,1
4,5,84,1,0:10:47,0:10:48,80,31,41,9,2,2,Aber mit der Bildung /,60,99,0,0,1,1,1
4,5,85,2,0:10:48,0:10:50,80,31,41,9,2,2,Was will er denn machen? Die Mehrwertsteuer zahlt das Unternehmen auch.,60,30,0,0,2,1,1
4,5,86,1,0:10:51,0:10:53,80,11,41,9,9,2,"Ich find das gut, also ganz ehrlich.",60,30,0,0,2,1,1
4,5,87,2,0:10:53,0:10:54,80,11,41,9,9,2,Ja da müssen sie irgendwas anderes abschaffen.,60,30,0,0,1,1,1
4,5,88,1,0:10:54,0:11:07,80,11,41,9,9,2,"Ich finde, ja, diese ganzen, da hab ich mal irgendwo einen Fernsehebericht gesehen gesehen, diese ganzen Kleinkleinsteuern, Sektsteuer und  all so einen Kack, alles abschaffen, einfach Mehrwertsteuer zwei Punkte hoch, fertig ist die Laube, weißt du? Da würdest du auch einen ganzen Arsch voll Verwaltung sparen.",60,30,0,0,13,1,1
4,5,89,2,0:11:08,0:11:25,80,11,41,9,9,2,"Ja das ist auch, (.) das ist ja genau wie KFZ Steuer, warum gibt es denn KFZ-Steuer? Das kannst du einfach auf den Sprit drauf hauen und dann zahlt der, also dann ist es ja auch an den Verbrauch gebunden. Der, der viel fährt, bezahlt auch ein bisschen mehr, ist ja auch ok. haben ja andere Länder auch, die Holländer haben das zum Beispiel. Ja, pfh.",60,30,0,0,17,1,1
4,5,90,1,0:11:20,0:11:21,80,11,41,9,9,3,Ja.,60,30,0,0,1,1,1
4,5,91,1,0:11:25,0:11:27,80,11,41,9,9,3,"Ja, und dann, wenn / //",60,30,0,0,2,1,1
4,5,92,2,0:11:27,0:11:36,80,11,41,9,9,2,"// Ja bestimmt sind das Arbeitsplätze. Bei uns schafft man, wir haben noch aus Hitlers Zeiten diese Paginierstempel für die Abgabenerhebung bei den Binnenschiffen. Da werden ja (unv.) Arbeitsplätze dranhängen.",50,30,0,0,9,1,1
4,5,93,1,0:11:37,0:11:37,80,11,41,9,9,3,Mh?,50,30,0,0,1,1,1
4,5,94,2,0:11:38,0:11:52,80,11,41,9,9,2,"Da hängen Arbeitsplätze dran. Das muss ja digitalisiert werden, um die Abrechnung gegenüber den Schifffahrts-(unv.) zu machen. Das ist immer noch so wie es vor vierzig Jahren war. Ich komme mir schon manchmal blöd vor, wenn ich das mache, dann denke ich nur so ""ist doch total behindert mit, noch mit Rohrpost und so."" (Zeigt Vogel) Voll bekloppt, ey.",50,60,0,0,14,1,1
4,5,95,1,0:11:40,0:11:42,80,11,41,9,9,3,Ja. (..) Ja.,50,60,0,0,2,1,1
4,5,96,1,0:11:52,0:11:53,80,11,41,9,9,3,Rohrpost ist doch cool.,50,60,0,0,1,1,1
4,5,97,2,0:11:53,0:11:58,80,11,41,9,9,2,"Ja, als wenn sie dir da nicht ne E-Mail schicken könnten, oder so, weißt du? Aber das wird nicht gemacht, weil da arbeiten noch welche. Das packt keiner an. (..) Ja gut. (atmet aus, zuckt die Schulter)",50,30,0,0,5,1,1
4,5,98,1,0:11:55,0:11:55,80,11,41,9,9,3,Jaja.,50,30,0,0,1,1,1
4,5,99,1,0:12:03,0:12:08,80,11,41,9,9,2,"Ich fänds auch gut wenn so Steuern zweckgebunden wären. Ne? KFZ-Steuer, hier, neue Straße. Oder Straßen sanieren oder sowas, ne?",60,99,0,0,5,1,1
4,5,100,2,0:12:08,0:12:11,80,11,41,9,9,2,"Joa. (nickt relativ zustimmend) (..) Das ist, glaube ich, auch teilweise so, ne?",60,30,0,0,3,1,1
4,5,101,1,0:12:11,0:12:11,99,21,99,9,9,3,"Oh, jetzt /",20,99,0,0,1,1,1
4,5,102,1,0:12:19,0:12:21,20,21,41,3,9,2,"Ja, und zwölf Milliarden neue Schulden.",30,60,0,0,2,1,1
4,5,103,2,0:12:23,0:12:27,80,21,41,2,9,2,"Ja gut jetzt, dann (unv.). Griechen und so haben da reingehauen.",30,60,0,0,4,1,1
4,5,104,1,0:12:28,0:12:28,80,21,41,2,9,2,"Ja, hundert Prozent.",30,60,0,0,1,1,1
4,5,105,1,0:15:28,0:15:29,80,12,50,9,9,3,Wie lange die wohl geschult wurden.,40,99,0,0,1,1,1
4,5,106,2,0:15:31,0:15:31,80,12,50,9,9,3,Mh?,40,99,0,0,1,1,1
4,5,107,1,0:15:32,0:15:35,80,12,50,9,9,3,"Na die werden doch mit Sicherheit ordentlich gedrillt werden für so ein Duell, oder?",40,99,0,0,3,1,1
4,5,108,2,0:15:36,0:15:49,80,12,50,9,9,3,"Joa, gut. (...) Die sind ja so rhetorisch geschult, dass das glaube ich immer, wenn die // vor Leuten sprechen, da. Die sind ja, die stehen // ja den ganzen da und labern nur rum.",40,99,0,0,13,1,1
4,5,109,1,0:15:43,0:15:50,80,12,50,9,9,3,"// Ja, so, Wahlkampftermine, ne? // (..) Ja.",40,99,0,0,7,1,1
4,5,133,1,0:18:06,0:18:06,99,21,99,9,9,3,(lacht),20,99,0,0,1,1,1
4,5,134,2,0:18:21,0:18:22,80,22,99,9,9,3,"Ich finde, das sieht echt aus wie schwarz-rot-gold, ne?",30,40,0,0,1,1,1
4,5,135,1,0:18:24,0:18:26,80,22,99,9,9,3,"Ja, oder das ist, weil das Sacko da spiegelt, oder so glänzt, ne?",40,99,0,0,2,1,1
4,5,136,2,0:18:25,0:18:26,80,22,99,9,9,3,"Jaja, wahrscheinlich.",40,99,0,0,1,1,1
4,5,137,1,0:18:38,0:18:39,80,52,99,3,9,3,"Kloeppel ist aber schon alt geworden, oder?",40,60,0,0,1,1,1
4,5,138,2,0:18:40,0:18:40,80,52,99,3,9,3,Joa.,40,60,0,0,1,1,1
4,5,139,1,0:19:18,0:19:20,99,21,38,9,9,2,Mhmh. (zustimmend) (.) Allerdings.,60,99,0,0,2,1,1
4,5,140,2,0:19:23,0:19:24,80,21,38,9,9,2,"Aber die haben auch gelogen wie Sau, ne?",60,30,0,0,1,1,1
4,5,141,1,0:19:25,0:19:34,80,21,38,9,9,2,"Ja, aber alle, ne? Und alle wussten das, weißt du? (.) Mann ey. (..) Ja, weißt du, das ist wirklich ein Problem, das ist wie bei euch, wenn es  nicht dein eigenes Geld ist, weißt du?",60,30,0,0,9,1,1
4,5,142,2,0:19:26,0:19:27,80,21,38,9,9,2,"Ja, aber mit Sicherheit.",60,30,0,0,1,1,1
4,5,143,2,0:19:34,0:19:35,80,21,38,9,9,2,Ja. Guckt ja keiner nach.,60,30,0,0,1,1,1
4,5,144,1,0:19:36,0:19:36,80,21,38,9,9,2,Ne.,60,30,0,0,1,1,1
4,5,145,2,0:19:52,0:19:55,80,10,99,2,9,3,"(atmet hörbar aus, schüttelt den Kopf) Wie dämlich ist denn das, sich da gegenseitig ins Wort zu fallen.",40,60,0,1,3,1,1
4,5,146,1,0:20:11,0:20:13,80,22,99,9,9,3,Das da oben am Kragen ist definitiv schwarz.,30,99,0,0,2,1,1
4,5,147,2,0:20:16,0:20:19,80,22,99,9,9,3,"Das ist doch rot, da wenn du da jetzt oben bei ihrem Kopf da.",30,99,0,0,3,1,1
4,5,148,1,0:20:18,0:20:19,80,22,99,9,9,3,Ja. Ja.,30,99,0,0,1,1,1
4,5,149,2,0:20:28,0:20:29,80,22,99,1,9,3,"Die schwarz rot goldene Kette. Geil. (nickt, lächelt)",40,60,0,0,1,1,1
4,5,150,1,0:20:30,0:20:30,80,22,99,1,9,3,Ja.,40,60,0,0,1,1,1
4,5,151,1,0:21:37,0:21:39,80,22,99,9,9,3,"Huch, da war sie jetzt aber überrascht was? (lacht)",40,70,0,0,2,1,1
4,5,152,1,0:22:00,0:22:00,99,61,99,9,9,3,(lacht),20,99,0,0,1,1,1
4,5,160,2,0:22:34,0:22:50,80,10,50,2,2,2,"Aber die sprechen ja echt so Themen an, die den Leuten Angst machen. So PKW-Maut, Steuererhöhung. So Griechenland, das interessiert wahrscheinlich keine Sau. Diese ganzen, in Anführungsstrichen (Geste) ""Wählt die SPD, dann wirst du nicht, äh (..) PKW-Maut haben"", oder so ein Quatsch.",40,60,0,0,16,1,1
4,5,161,1,0:22:38,0:22:39,80,10,50,9,9,3,"Zurecht, ja.",40,60,0,0,1,1,1
4,5,162,1,0:22:50,0:23:06,80,11,34,9,9,3,"Aber als da Tollcollect die ganzen Maut-Geräte aufgestellt hat, ne? Die sind dafür geeignet. Die sind so gebaut worden, dass man da auch Autos mit erfassen kann. Und eine viel höhere Frequenz, also. Das ist damals schon eingeplant gewesen. Gut, anders wär auch wieder dumm gewesen, wenn sie es nicht gemacht hätten. Keine Frage, ne?",30,99,0,0,16,1,1
4,5,163,2,0:23:01,0:23:01,80,11,34,9,9,3,Jo.,30,60,0,0,1,1,1
4,5,164,2,0:23:06,0:23:16,80,11,34,9,9,2,"Aber, die frage ist natürlich warum führt man keine automatische Vignette ein für Ausländer? So wie wir jetzt in Österreich bezahlen? Einfach eine Plakette draufnageln, fertig. (..) // Und dann gar nicht erst/ //",30,60,0,0,10,1,1
4,5,165,1,0:23:14,0:23:17,80,11,34,9,9,3,"Ja. (.) // Die haben gerade erst wieder Sonderregeln in Österreich abgeschafft, ne?",30,99,0,0,3,1,1
4,5,166,2,0:23:18,0:23:29,80,11,34,9,9,2,"Ja, gar nicht unbedingt für / Streng genommen einfach nur wenn du nach Deutschland reinfährst, musst du so ein Ding kaufen, für eine Woche, für zwei Wochen, für drei Wochen, wird einfach draufgeschrieben, reingeklebt, fertig. Warum soll das nicht funktionieren? Also pfh. (Schulterzucken)",30,60,0,0,11,1,1
4,5,167,1,0:23:26,0:23:26,80,11,34,9,9,3,Ja.,30,60,0,0,1,1,1
4,5,168,1,0:24:28,0:24:32,30,31,31,9,9,3,"Ja, außer die, wie hieß sie noch, Margaret Thatcher. Blöde Kuh.",30,99,0,0,4,1,1
4,5,169,1,0:25:39,0:25:45,80,32,50,9,9,3,"Aber auch klar, dass das so läuft, dass der so in die Offensive gehen muss, ne? Was bleibt denn auch anderes übrig? Der Steinbrück, jetzt.",40,99,0,0,6,1,1
4,5,170,2,0:25:47,0:25:55,80,22,50,9,9,3,"Ja, keine Frage, also (..) ich an Angela Merkels Stelle jetzt, wäre ich da gar nicht hingekommen. Da kann ja nichts mehr gewinnen.",40,50,0,0,8,1,1
4,5,171,1,0:25:54,0:25:57,80,22,50,9,9,3,"Ne! (lacht) (.) Ja, wir haben hier diese Kasperpuppen (macht Gesten mit den Händen, lacht)",40,70,0,0,3,1,1
4,5,172,2,0:25:58,0:26:04,80,22,50,9,9,3,"Ja und was, was hat die denn davon, nichts. (.) Also, die Umfragewerte sind ja top. Sie kann eigentlich nur verlieren.",40,99,0,0,6,1,1
4,5,173,1,0:26:00,0:26:00,80,22,50,9,9,3,Jaja.,40,99,0,0,1,1,1
4,5,174,1,0:26:05,0:26:09,80,10,50,9,9,3,"Ja aber, (..) // ob die // Leute das wirklich so für ernst nehmen, ne?",60,99,0,0,4,1,1
4,5,175,2,0:26:07,0:26:08,80,10,50,9,9,3,"// Ja, aber/ //",60,99,0,0,1,1,1
4,5,176,2,0:26:10,0:26:16,80,10,50,9,9,3,"Ja gut, ich meine, / (hustet)  ich würde (.) meine Entscheidung ja jetzt auch nicht von dem Gefasel der beiden Leute da abhängig machen.",60,99,0,0,6,1,1
4,5,177,1,0:26:16,0:26:18,80,10,50,9,9,3,"Jaja, das stand ja in dem Ding da drin.",60,80,0,0,2,1,1
4,5,178,2,0:26:23,0:26:25,80,22,50,9,9,3,"Aber trotzdem, die kann doch eigentlich nur verlieren.",40,99,0,0,2,1,1
4,5,179,2,0:27:07,0:27:10,80,21,38,2,9,2,"Ich glaube, dass das aber auch wirklich nicht funktioniert da, mit der Jugendarbeitslosigkeit und so.",60,30,0,0,3,1,1
4,5,180,1,0:27:13,0:27:23,80,41,38,9,9,2,"Die Frage von Kloeppel war schon berechtigt. Oder ne, die Dings war das ja, die (..) Illner. Von wegen ""kriegen wir die Kohle wieder, oder nicht?"". Ja, die ist weg. (Schulterzucken) (.) Die Kohle ist weg.",60,99,0,0,10,1,1
4,5,181,2,0:27:24,0:27:45,80,11,38,9,9,3,"Ja aber, hier bei Anja, also da in Italien da, ne?  (..) Da hat von / (...) Also ihr Kindermädchen, die haben ja so eine Haushaltshilfe, so ein Kindermädchen da, und die, ist auch ihr einzigster Job, die ist irgendwie zwanzig Jahre alt, oder so. (.) Von der Clique, das sind zwanzig Leute, da hat nur einer Arbeit.",50,99,0,0,21,1,1
4,5,182,1,0:27:46,0:27:50,80,11,38,9,9,3,"Ja, das ist ganz oft so. (..) (niest) // Da gibt es noch riesen/ //",50,99,0,0,4,1,1
4,5,183,2,0:27:50,0:27:52,80,11,38,9,9,3,"// Aber nicht weil // die irgendwie dumm sind, oder so, da ist einfach nichts.",50,99,0,0,2,1,1
4,5,184,1,0:27:52,0:28:05,80,11,38,9,9,3,"Nein. Die spanischen Männer wohnen im Schnitt bis dass sie 27 sind zuhause. Da wird ganz viel gelästert so wegen hier, ""alles Heimchen und wollen von Muttis Rockzipfel nicht""/ Nene, die haben keinen Job. Und können sich einfach nicht leisten, auszuziehen, ne?",30,99,0,0,13,1,1
4,5,185,2,0:28:06,0:28:07,80,11,38,9,9,2,Aber da IST einfach nichts.,60,30,0,0,1,1,1
4,5,186,1,0:28:07,0:28:09,80,11,38,9,9,2,(niest) Ganz genau. Entschuldigung.,60,30,0,0,2,1,1
4,5,187,2,0:28:09,0:28:17,80,12,38,2,2,2,"Und was willst du machen wenn keinen/ Also? Und wie sollen wir jetzt, die beiden da (zeigt auf Fernseher) jetzt dafür sorgen, dass in Italien sich jetzt Industrie ansiedelt, oder?",60,30,0,0,8,1,1
4,5,188,1,0:28:17,0:28:23,80,11,38,9,9,3,"Total. Sind die, ist das der Kopf? Ne, das ist der Fuß, was Hessen in Deutschland ist, wo alle in Arbeit stehen.",30,99,0,0,6,1,1
4,5,189,2,0:28:24,0:28:34,80,11,99,9,9,3,"Guck dir diesen dusseligen Berusconi da an, also. Hast du in Italien mal Fernsehen geguckt? Da kriegst du einen an der Waffel. Das ist nur tittenfrei. (lacht) Wirklich nur dummdumdumm (summt, imitiert Tanzbewegungen). Glücksrad oben ohne, den ganzen Tag.",60,30,0,0,10,1,1
4,5,190,1,0:28:26,0:28:28,80,11,99,9,9,3,"Jaja. (legt Kopf in den Nacken, schaut an die Decke, schüttelt den Kopf)",60,30,0,0,2,1,1
4,5,191,1,0:28:35,0:28:36,80,11,99,9,9,3,Das Fernsehen funktioniert nur so.,60,30,0,0,1,1,1
4,5,192,2,0:29:36,0:29:41,80,31,38,9,2,2,"Jo, aber dafür kann ich Geld leihen so billig wie nie. (..) Wenn ich bauen will, dann ist das super.",50,60,0,0,5,1,1
4,5,193,1,0:29:39,0:29:46,80,31,38,9,2,2,"Jaja, das ist / (..) Ja, wir sind jetzt gerade wieder dabei und gucken wegen Haus kaufen, ne? Besser geht's nicht.",50,60,0,0,7,1,1
4,5,194,2,0:29:47,0:29:49,80,11,38,9,9,3,"Also wenn du es jetzt nicht machst, dann/ Billiger wird es nicht.",50,60,0,0,2,1,1
4,5,195,1,0:29:49,0:29:55,80,11,38,9,9,3,"Ja, deswegen auch eben die Frage nach der Zinsbindung. Weißt du, du müsstest dich ja eigentlich ewig binden, aber natürlich hat das alle eine Grenze, weil dann die Prozente steigen, ja?",50,99,0,0,6,1,1
4,5,196,2,0:29:56,0:30:02,80,11,38,9,9,3,"Jaja, aber fünfzehn Jahre, also wenn du jetzt, würde ich auch fünfzehn Jahre machen. (..) Ja, also so lange wie es geht, ne?",50,99,0,0,6,1,1
4,5,197,1,0:29:59,0:30:08,80,11,38,9,9,3,"Ja, zwanzig. Also ich streb zwanzig an. Mach dann den großen Kredit / Also ich werde es wie du machen, zweiteilig, ne? Und einen kleineren, der halt nach fünfzehn Jahren fällig ist oder was.",50,99,0,0,9,1,1
4,5,198,2,0:30:09,0:30:10,80,11,38,9,9,3,"Also ich würde auf jeden Fall so lange binden, weil klar/ //",50,99,0,0,1,1,1
4,5,199,1,0:30:10,0:30:11,80,11,38,9,9,3,"// Ach sicher. Du, scheiß doch drauf.",50,99,0,0,1,1,1
4,5,200,2,0:30:13,0:30:19,80,11,38,9,9,3,"Also bei irgendwie zwei Prozent, oder was die jetzt sind, also effektiv, mit Tilgung. (.) Zwei drei oder so? (.) Jaja.",50,99,0,0,6,1,1
4,5,201,1,0:30:17,0:30:24,80,11,38,9,9,3,"Ich glaub, bei zwei komma neun neun war das jetzt gerade bei fünfzehn. (..) Das ist ein Witz, meine Eltern haben bei elf komma acht gebaut. (lacht)",50,99,0,0,7,1,1
4,5,202,2,0:30:24,0:30:29,80,11,38,9,9,3,"Ja, eben. Ich hab vier komma irgendwie, also ich hab jetzt bei fünfzehn. (.) Ich hab auch schon gut gebaut.",50,99,0,0,5,1,1
4,5,203,1,0:30:27,0:30:28,80,11,38,9,9,3,"Das ist schon wenig, ne?",50,99,0,0,1,1,1
4,5,204,2,0:30:33,0:30:40,80,11,38,9,9,3,"Andererseits ist das ja wirklich wieder so ein Anreiz für/ Ist ja auch immer so ein wirtschaftlicher Anreiz. Alle bauen jetzt wir bauen jetzt (unv.), ist ja auch wieder/",50,99,0,0,7,1,1
4,5,205,1,0:30:39,0:30:49,80,31,38,9,1,2,"Klar, natürlich. Und Steinbrück hat ja auch Recht. Im Gegenzug da groß die Kohle sparen, das lohnt sich eh nicht. Kannst du genauso gut wirklich als Scheine unters Kopfkissen legen, weil der Unterschied ist marginal, ne?",60,30,0,0,10,1,1
4,5,206,2,0:30:49,0:30:58,80,31,38,9,1,2,"Ja. (..) Aber ob du jetzt ein Prozent kriegst oder zwei, das ist ja auch irgendwie (.) nicht jetzt hier der dicke Unterschied oder so.",60,30,0,0,9,1,1
4,5,207,1,0:30:58,0:31:01,80,11,38,9,9,2,"Ja. (.) Außer hier griechische Anleihen, da kriegst du ja wohl ordentlich Zinsen für, ne? (lacht)",30,70,0,0,3,1,1
4,5,208,2,0:31:02,0:31:06,80,11,38,9,9,2,"Ja, die sind auch sicherlich sicher. (.) Wie die Telekom-Aktie.",30,70,0,0,4,1,1
4,5,209,1,0:31:04,0:31:06,80,11,38,9,9,2,"Ja, genau. (..) Genau.",30,70,0,0,2,1,1
4,5,210,1,0:31:17,0:31:18,80,72,99,9,9,3,Sie hat einen Ring da am Finger?,30,99,0,0,1,1,1
4,5,211,2,0:31:21,0:31:23,80,72,99,9,9,3,"Am Daumen, ne?",30,99,0,0,2,1,1
4,5,212,1,0:31:22,0:31:24,80,72,99,9,9,3,"Jaja. (.) Freakig, ne?",60,99,0,0,2,1,1
4,5,213,2,0:31:24,0:31:25,80,72,99,9,9,3,Sieht dämlich aus.,60,99,0,0,1,1,1
4,5,214,1,0:31:25,0:31:26,80,72,99,9,9,3,"Sieht scheiße aus, oder?",60,99,0,0,1,1,1
4,5,215,2,0:31:26,0:31:33,80,22,99,9,9,3,"Ja. (..) Ich kauf mir morgen ne gold-schwarze (nickt in Richtung Fernseher), die Kette da. (.) Die will ich auch haben. Die ist geil.",50,70,0,0,7,1,1
4,5,216,1,0:31:31,0:31:32,80,22,99,9,9,3,Jahaha. (lacht),70,99,0,0,1,1,1
4,5,217,1,0:31:45,0:31:49,80,10,50,9,9,3,Haben jetzt alle vier Sender die gleiche Kameraführung? Oder hat da auch jeder seine eigene Kamera stehen?,40,99,0,0,4,1,1
4,5,218,2,0:31:50,0:31:51,80,10,50,9,9,3,Ich schätze nicht.,40,99,0,0,1,1,1
4,5,219,1,0:31:51,0:31:52,80,10,50,9,9,3,"Ein Bild, was?",40,99,0,0,1,1,1
4,5,220,2,0:31:58,0:32:01,80,10,50,9,9,3,"Mich würde mal interessieren, wie die Quote jetzt ist. Also/",40,99,0,0,3,1,1
4,5,221,1,0:32:01,0:32:05,80,10,50,9,9,3,"Deswegen, ich fänds gut wenn (unv.), um zu gucken, was da los ist.",40,99,0,0,4,1,1
4,5,222,2,0:32:06,0:32:10,80,10,50,9,9,3,"Also nicht nur die Quote als solches, sondern auch, wie das auf die Sender verteilt ist.",40,99,0,0,4,1,1
4,5,223,1,0:32:10,0:32:12,80,10,50,9,9,3,Achso. Ja das ist eine gute Frage.,40,99,0,0,2,1,1
4,5,224,2,0:32:13,0:32:18,80,10,50,9,9,3,"Also wer guckt's auf RTL, oder wer auf Pro7. Ich würd ja immer wahrscheinlich auf ARD gucken. // Oder auf ZDF. //",40,99,0,0,5,1,1
4,5,268,1,0:35:50,0:35:52,80,52,99,9,9,3,"Umarmt der sich da selber, oder was? (.) Der umarmt sich selber.",40,99,0,0,2,1,1
4,5,269,2,0:35:51,0:35:51,80,52,99,9,9,3,Mh?,40,99,0,0,1,1,1
4,5,270,2,0:35:53,0:35:54,80,52,99,9,9,3,Der steht schon die ganze Zeit so da.,40,99,0,0,1,1,1
4,5,271,1,0:35:54,0:35:54,80,52,99,9,9,3,Echt?,40,99,0,0,1,1,1
4,5,272,2,0:35:55,0:35:55,80,52,99,9,9,3,Mhmh. (bestätigend) (nickt),40,99,0,0,1,1,1
4,5,284,2,0:38:17,0:38:18,80,11,37,9,9,3,"(Unv.) war das doch, oder nicht?",30,99,0,0,1,1,1
4,5,285,1,0:38:20,0:38:23,80,11,37,9,9,3,"Mh, viele, bei denen.",30,99,0,0,3,1,1
4,5,286,2,0:38:22,0:38:24,80,11,37,9,9,3,"Ja (unv.) zum Beispiel, war doch so, ne?",30,99,0,0,2,1,1
4,5,287,1,0:38:24,0:38:37,80,11,37,9,9,3,"Genau und bei den Schleckers waren das ja auch ganz viele, ne? (...) Oder hier, stand letztens doch in der IVZ Online, FMO, die haben das auch versucht. Die wollten ihre ganzen Mitarbeiter rausschmeißen und so eine eigene Zeitarbeitsfirma gründen, ne?",30,99,0,0,13,1,1
4,5,288,2,0:38:42,0:38:55,80,11,37,9,9,2,"Ja, ist auch immer schwierig, ne? Wenn du dann kurz vorm Krepieren bist und das die einzige Rettung ist, dann kannste ja fragen ""entweder wir machen das, oder wir gehen schrott."" Ne? Ist immer so (abwägende Gestik und Mimik). Ich meine, grundsätzlich ist es nicht richtig, aber (.) bevor du Pleite gehst.",60,30,0,0,13,1,1
4,5,289,1,0:39:02,0:39:06,80,52,99,9,9,3,(lächelt) (.) (schüttelt den Kopf) Pfeife ey. (lacht) Jaja. (mit verstellter Stimme),20,99,0,0,4,1,1
4,5,290,2,0:39:03,0:39:06,80,52,99,9,9,3,(lächelt) (.) Der steht da so rum (wackelt mit dem Kopf).,20,60,0,0,3,1,1
4,5,291,2,0:39:07,0:39:09,80,32,99,9,3,2,"Aber der wirkt auch irgendwie ein bischen dämlich, ne? Der guckt so (imitiert Steinbrück).",60,40,0,0,2,1,1
4,5,292,1,0:39:10,0:39:12,80,32,99,9,3,2,"Ja, der aber guckt dummerweise immer so, ne? Das ist das.",60,40,0,0,2,1,1
4,5,293,2,0:39:12,0:39:12,80,32,99,9,3,2,Ja.,60,40,0,0,1,1,1
4,5,294,1,0:40:06,0:40:07,80,31,36,9,1,2,"Ja, das ist wirklich wahr.",60,99,0,0,1,1,1
4,5,295,2,0:40:08,0:40:09,80,31,36,9,1,2,Mh? Jaja.,60,99,0,0,1,1,1
4,5,296,1,0:40:09,0:40:21,80,31,36,9,1,2,"Das war lange überfällig. Und dass das damals so drastische Einschnitte waren, auf sozialer Ebene, das ist halt die sechzehn Jahre vorher verpasst worden. Das ist halt, du bist dann der Prügelknabe, ne?",60,30,0,0,12,1,1
4,5,297,1,0:40:22,0:40:25,80,11,37,9,9,2,"Aber mit der Zeitarbeit das ist auch moderne Sklaverei, nichts anderes.",60,30,0,0,3,1,1
4,5,298,2,0:40:26,0:40:27,80,11,37,9,9,2,"Ja, stimmt schon",60,30,0,0,1,1,1
4,5,299,1,0:40:27,0:40:47,80,11,37,9,9,2,"Wenn du das wirklich nur so machen würdest, wie es ist, man hat eine Produktionsspitze oder // irgendwie so Hälfte // der Belegschaft ist im Urlaub oder was, ne? Dann ist das halt so, dann sollen die aber ordentlich Geld kriegen. Meiner persönlichen Meinung nach aber nicht genausoviel wie die Fachkraft, die da arbeitet. Ein bisschen weniger darf es schon sein. Muss jetzt nicht immens viel weniger sein, aber der ist dann halt nur/ //Ne?//",60,30,0,0,20,1,1
4,5,300,2,0:40:32,0:40:33,80,11,37,9,9,2,"// So wie es mal gedacht war, jaja. //",60,30,0,0,1,1,1
4,5,301,2,0:40:46,0:41:00,80,11,37,9,9,2,"Ja, aber ich glaube so, wie es mal gedacht war. Dass man, wenn der jetzt zwölf Euro die Stunde gekriegt hätte, dann meinetwegen elf gekriegt, und den einen Euro schöpft sich die Zeitarbeitsfirma ab. Und die Firma hat dann ja den Vorteil, die müssen nur bezahlen, wenn er da ist. Wenn er Urlaub hat oder krank ist müssen sie nicht bezahlen. So war es ja mal gedacht. Und so ist das ja auch in Ordnung.",60,30,0,0,14,1,1
4,5,302,1,0:40:58,0:40:58,80,11,37,9,9,2,Genau.,60,30,0,0,1,1,1
4,5,303,1,0:41:01,0:41:04,80,11,37,9,9,2,"Ja, so mach das ja auch Sinn. Ist ja ganz praktisch sogar, ne?",60,30,0,0,3,1,1
4,5,304,2,0:41:07,0:41:34,80,11,37,9,9,2,"Aber wo die jetzt diese Werksverträge mit diesen, wo die noch für vier Euro das Fleisch klein schneiden. Ist nur das Problem ist, wenn du das hier verbietest, dann machen die das in Rumänien oder so. Dann sind die ja weg, die Arbeitsplätze sind dann ja weg. Oder hier bei Amazon, die da die Dinger da vernageln. (lacht) Die Pakete da zusammenpacken da für einen Euro fünfzig, da. (...) Und dann gehen sie doch da in diese Wohnungen, haben sie doch, dann pennen sie da alle irgendwie auf einem Haufen.",60,30,0,0,27,1,1
4,5,305,1,0:41:25,0:41:27,80,11,37,9,9,2,"Die, (.) die armen Schweine, echt.",60,30,0,0,2,1,1
